nFID, R100, R200, R300, R400, R500, R600, R700, R800, R900, R1000, R1100, R1200, R1300, R1400, R1500, R1600, R1700, R1800, R1900, R2000, R2100, R2200, R2300, R2400, R2500, R2600, R2700, R2800, R2900, R3000, R3100, R3200, R3300, R3400, R3500, R3600, R3700, R3800, R3900, R4000, R4100, R4200, R4300, R4400, R4500, R4600, R4700, R4800, R4900, R5000, R5100, R5200, R5300, R5400, R5500, R5600, R5700, R5800, R5900, R6000, R6100, R6200, R6300, R6400, R6500, R6600, R6700, R6800, R6900, R7000, R7100, R7200, R7300, R7400, R7500, R7600, R7700, R7800, R7900, R8000, R8100, R8200, R8300, R8400, R8500, R8600, R8700, R8800, R8900, R9000, R9100, R9200, R9300, R9400, R9500, R9600, R9700, R9800, R9900, R10000
1044,0.001867,0.003443,0.006825,0.009936,0.01047,0.013867,0.018328,0.011277,0.015367,0.017577,0.017398,0.01986,0.023715,0.018749,0.022026,0.024182,0.020045,0.027094,0.018269,0.019581,0.023035,0.025614,0.018844,0.017193,0.021149,0.024763,0.016724,0.019137,0.017698,0.015956,0.012279,0.0118,0.01535,0.009147,0.012944,0.017616,0.024073,0.019617,0.027788,0.022818,0.01936,0.011246,0.010247,0.007845,0.00824,0.022875,0.006799,0.013937,0.009539,0.00857,0.011528,0.010403,0.007581,0.012297,0.016007,0.019027,0.016802,0.019599,0.020547,0.019389,0.01607,0.012363,0.015266,0.007173,0.005406,0.002931,0.003092,0.006086,0.005538,0.013097,0.010351,0.006798,0.002445,0.00162,0.000531,0.00183,0.002668,0,0.002082,0.000836,0.000174,0.000153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9098,0.001214,0.003266,0.008199,0.013569,0.01407,0.013812,0.014755,0.018289,0.016873,0.020459,0.021008,0.026219,0.027563,0.024379,0.026624,0.028428,0.025641,0.030841,0.031162,0.031313,0.028179,0.026526,0.021502,0.020663,0.020448,0.021074,0.016146,0.020819,0.01465,0.012826,0.017756,0.012804,0.013929,0.019736,0.025895,0.017269,0.022276,0.020599,0.013903,0.012123,0.016661,0.013703,0.014649,0.01679,0.013282,0.013103,0.015325,0.014237,0.010336,0.011199,0.010985,0.017219,0.007637,0.00516,0.01144,0.005242,0.004544,0.004176,0.003596,0.002595,0.004684,0.00356,0.004206,0.005842,0.005778,0.00887,0.003134,0.006384,0.0124,0.006427,0.000935,0.000073,0.000096,0.000099,0.00006,0,0.000241,0.000298,0.000058,0,0,0.000033,0.000511,0.000133,0.000068,0.000114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7652,0.001667,0.00284,0.003799,0.00522,0.009414,0.011321,0.015642,0.022263,0.021713,0.023265,0.030634,0.018651,0.020526,0.027668,0.027531,0.021285,0.02522,0.028914,0.027951,0.027041,0.028351,0.027216,0.029322,0.032473,0.030119,0.030259,0.029123,0.029493,0.034147,0.031372,0.038487,0.03352,0.033089,0.027771,0.023485,0.021152,0.015786,0.02069,0.013761,0.012796,0.020517,0.01242,0.010534,0.010404,0.00747,0.00541,0.0044,0.004977,0.003255,0.005402,0.005681,0.003715,0.002339,0.003513,0.002987,0.003949,0.00169,0.001216,0.000694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6427,0.00115,0.000818,0.003065,0.003712,0.004923,0.006134,0.006761,0.006458,0.008551,0.009688,0.009188,0.007057,0.007725,0.009868,0.009133,0.009557,0.01272,0.008499,0.010008,0.008079,0.010173,0.009563,0.010243,0.011699,0.013985,0.01209,0.01388,0.011877,0.013892,0.011652,0.013033,0.02101,0.013771,0.013571,0.014666,0.010773,0.015636,0.013856,0.023505,0.019801,0.020536,0.017516,0.013661,0.012703,0.016868,0.014939,0.020097,0.014823,0.013078,0.015695,0.009981,0.010246,0.020511,0.026587,0.020898,0.024722,0.026597,0.01505,0.01644,0.012328,0.012712,0.022821,0.018424,0.012615,0.014695,0.019484,0.010704,0.011534,0.01354,0.011868,0.012258,0.021753,0.017336,0.021648,0.02837,0.024976,0.027177,0.020253,0.012219,0.037309,0.009245,0.008223,0.004588,0.005747,0.006456,0.006805,0.013973,0.024038,0.016711,0.019726,0.010072,0.005588,0.00346,0.004016,0.001464,0.007309,0.003954,0.0012,0.000918,0.000603
7722,0.001709,0.006451,0.005557,0.009158,0.010973,0.012949,0.013085,0.014824,0.016807,0.016103,0.02331,0.025008,0.023644,0.022177,0.02056,0.023439,0.025771,0.021373,0.028049,0.027217,0.021823,0.022708,0.031243,0.031928,0.037457,0.03705,0.029504,0.033927,0.034455,0.037064,0.034587,0.034866,0.02575,0.023045,0.023862,0.027167,0.018512,0.016205,0.011969,0.013291,0.011788,0.010171,0.009378,0.008237,0.00614,0.007956,0.007173,0.005439,0.010453,0.006386,0.008085,0.004807,0.004791,0.004066,0.002281,0.004157,0.003742,0.004393,0.002436,0.003419,0.003374,0.003387,0.002527,0.001345,0.000746,0.000035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5760,0.000816,0.001085,0.001062,0.000941,0.00135,0.002945,0.002463,0.004583,0.002384,0.005921,0.004053,0.003871,0.008099,0.006459,0.006628,0.0071,0.008949,0.007304,0.007223,0.010309,0.010369,0.011628,0.009808,0.010226,0.010994,0.011575,0.010184,0.010655,0.013777,0.012746,0.011656,0.017224,0.012913,0.014412,0.011736,0.013251,0.01642,0.020238,0.017271,0.012777,0.01535,0.016319,0.020487,0.020186,0.016524,0.014165,0.014567,0.017799,0.016306,0.01643,0.016711,0.017567,0.014607,0.01519,0.019301,0.021533,0.012523,0.016781,0.014527,0.018384,0.018351,0.018479,0.014752,0.024742,0.01981,0.028901,0.020978,0.02036,0.022896,0.016152,0.0139,0.016452,0.012826,0.01573,0.017187,0.015489,0.022697,0.025011,0.021015,0.026563,0.023604,0.021377,0.028886,0.01216,0.030694,0.015148,0.007974,0.007354,0.006624,0.00783,0.010092,0.010667,0.013642,0.035981,0.068067,0.029161,0.032276,0.007565,0.019077,0.008017
5768,0.00089,0.001074,0.001029,0.000912,0.001712,0.00262,0.00343,0.003597,0.002652,0.005741,0.00429,0.003635,0.00842,0.00626,0.006669,0.007638,0.009709,0.005956,0.007156,0.011404,0.009323,0.011886,0.011088,0.009382,0.011039,0.010706,0.01052,0.010626,0.014044,0.012404,0.011649,0.017372,0.013075,0.013834,0.012277,0.013553,0.016272,0.019832,0.017176,0.013276,0.014679,0.017145,0.0201,0.019797,0.016584,0.015168,0.014087,0.017327,0.016101,0.017443,0.016455,0.017239,0.014639,0.015222,0.019623,0.021087,0.013245,0.016135,0.014082,0.018882,0.019169,0.017278,0.014939,0.024681,0.021315,0.027507,0.02047,0.021459,0.022383,0.015945,0.013635,0.016206,0.013503,0.015067,0.017879,0.0148,0.02307,0.024602,0.021665,0.027566,0.022478,0.021944,0.027768,0.012433,0.031077,0.015132,0.007083,0.007434,0.007263,0.007658,0.009689,0.01073,0.014485,0.036408,0.065939,0.032016,0.028553,0.007711,0.01886,0.008017
706,0.001703,0.007268,0.007733,0.01375,0.01357,0.01913,0.020669,0.024987,0.028306,0.032993,0.030116,0.022192,0.025272,0.026128,0.033847,0.030164,0.030897,0.029785,0.025146,0.024872,0.018217,0.026194,0.028617,0.025081,0.016452,0.020215,0.015878,0.011529,0.010879,0.016581,0.022002,0.024133,0.021813,0.017715,0.019284,0.018048,0.018402,0.015189,0.016161,0.012582,0.017619,0.009667,0.013623,0.014225,0.013417,0.014862,0.011054,0.01042,0.015035,0.005939,0.013117,0.005273,0.003045,0.004087,0.003281,0.004858,0.00314,0.002747,0.003411,0.00487,0.006845,0.007799,0.005464,0.01162,0.005895,0.003631,0.000308,0.00009,0.000034,0.000073,0.000035,0.000091,0.000253,0.000181,0,0,0,0.000324,0.000239,0.000012,0.000135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4538,0.00073,0.00205,0.007873,0.010189,0.013166,0.010932,0.012748,0.017969,0.019746,0.017013,0.018966,0.016889,0.017919,0.017307,0.023932,0.023697,0.019922,0.016169,0.021005,0.026564,0.024822,0.033041,0.030202,0.030168,0.024282,0.027549,0.029388,0.036655,0.042387,0.036472,0.036268,0.036799,0.031095,0.027872,0.030738,0.038289,0.023504,0.023088,0.015911,0.013603,0.011219,0.008509,0.006173,0.005914,0.007502,0.008453,0.00517,0.014514,0.008164,0.006657,0.005384,0.00289,0.004105,0.003854,0.004457,0.00379,0.002076,0.002894,0.003412,0.00338,0.002808,0.001301,0.001199,0.000324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7406,0.001518,0.003364,0.004876,0.00322,0.004753,0.006893,0.009159,0.012373,0.012403,0.014785,0.013319,0.020125,0.018327,0.021591,0.024999,0.032621,0.029659,0.024396,0.034337,0.032405,0.029345,0.027658,0.034645,0.029448,0.032553,0.032528,0.036305,0.026831,0.034571,0.032282,0.02447,0.017441,0.014058,0.014066,0.012415,0.012401,0.015296,0.020331,0.013208,0.008217,0.005043,0.008475,0.011563,0.011882,0.014035,0.015344,0.01524,0.018693,0.018428,0.02599,0.015654,0.014026,0.008072,0.008592,0.010277,0.007536,0.010574,0.004666,0.008682,0.005391,0.001856,0.001979,0.001203,0.000134,0.000201,0.001375,0.001333,0.00213,0.001671,0.000385,0.000144,0.000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8872,0.001661,0.003439,0.004676,0.0033,0.004972,0.007326,0.008683,0.013297,0.012399,0.013797,0.01404,0.020556,0.018271,0.020839,0.027613,0.031342,0.028694,0.027077,0.032506,0.031693,0.029098,0.027992,0.034464,0.030352,0.032609,0.032304,0.035405,0.027196,0.034178,0.032412,0.023694,0.017356,0.014564,0.013619,0.012248,0.012494,0.015747,0.019867,0.013819,0.007622,0.005072,0.008352,0.011019,0.01279,0.013389,0.015481,0.01507,0.018952,0.018363,0.0263,0.016296,0.01333,0.008391,0.008108,0.010301,0.007842,0.010281,0.004662,0.008561,0.005518,0.00191,0.001924,0.001203,0.000134,0.000201,0.001375,0.001403,0.002154,0.001573,0.000385,0.000144,0.000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8341,0.001133,0.002535,0.003203,0.002314,0.004982,0.008059,0.005253,0.009489,0.012335,0.014905,0.017022,0.018041,0.022212,0.025439,0.023205,0.019296,0.026434,0.024742,0.0238,0.023482,0.023925,0.028663,0.029845,0.031532,0.031689,0.028308,0.030458,0.030784,0.032022,0.036652,0.030309,0.03505,0.025503,0.025659,0.027567,0.0203,0.018861,0.01975,0.016151,0.019299,0.019458,0.019664,0.016675,0.015559,0.013396,0.011744,0.009617,0.007804,0.014834,0.004309,0.003306,0.003265,0.004402,0.004135,0.00399,0.003682,0.002916,0.004435,0.006238,0.004849,0.006545,0.002983,0.001814,0.002905,0.005247,0.01016,0.003406,0.002002,0.000935,0.001271,0.000253,0.000158,0.000005,0.000017,0.000086,0.000037,0.000323,0.000312,0,0,0,0.000073,0.000469,0.000133,0.000068,0.000114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9337,0.001016,0.002413,0.003166,0.004524,0.008228,0.006615,0.005335,0.012936,0.006645,0.014793,0.021528,0.023108,0.027565,0.021599,0.025937,0.03171,0.034449,0.027211,0.026771,0.024914,0.02913,0.028216,0.024467,0.03506,0.030266,0.024871,0.022693,0.031791,0.019326,0.021749,0.018645,0.019041,0.018133,0.019181,0.019477,0.022275,0.017786,0.012256,0.011398,0.015247,0.014656,0.019437,0.017493,0.016534,0.013468,0.011789,0.01082,0.009772,0.010368,0.011832,0.013379,0.010259,0.009897,0.007864,0.008639,0.003977,0.006183,0.01297,0.006262,0.006314,0.006284,0.003429,0.004906,0.004351,0.006084,0.003987,0.00249,0.004523,0.005678,0.003558,0.004936,0.003462,0.003853,0.004139,0.000475,0.000103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8520,0.001203,0.00468,0.005703,0.011336,0.010223,0.010583,0.008592,0.017712,0.00779,0.005607,0.007871,0.009134,0.017211,0.010807,0.013696,0.00414,0.006581,0.009313,0.012896,0.012586,0.022539,0.015626,0.011569,0.011547,0.021325,0.013644,0.016948,0.020611,0.020399,0.020732,0.023472,0.017784,0.026448,0.025501,0.028366,0.033207,0.025778,0.022256,0.028851,0.031404,0.022986,0.026499,0.02233,0.015972,0.020228,0.014676,0.013153,0.02629,0.017181,0.014541,0.012649,0.020345,0.016554,0.014136,0.015034,0.01281,0.013064,0.013757,0.011416,0.0133,0.011561,0.010369,0.00608,0.013113,0.007497,0.007379,0.008343,0.00426,0.00378,0.005458,0.003302,0.005199,0.006797,0.00528,0.005048,0.005825,0.005437,0.006379,0.005542,0.004428,0.00252,0.001413,0.002348,0.000291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8991,0.000524,0.001539,0.002879,0.002676,0.002729,0.00437,0.00577,0.008212,0.005483,0.012643,0.011082,0.010713,0.014457,0.013509,0.014387,0.015267,0.02234,0.013942,0.017456,0.018305,0.015359,0.015236,0.012391,0.020527,0.018258,0.023823,0.022552,0.015769,0.016693,0.023363,0.020164,0.027962,0.024044,0.025284,0.027404,0.026771,0.027583,0.029848,0.031808,0.030464,0.03157,0.021016,0.018726,0.01855,0.027418,0.020226,0.016569,0.016626,0.014159,0.016438,0.014236,0.017193,0.014263,0.017499,0.012677,0.012206,0.011004,0.008508,0.008002,0.005877,0.00842,0.008809,0.006468,0.012413,0.010195,0.008162,0.005801,0.003887,0.00587,0.004469,0.005765,0.004265,0.00396,0.003265,0.004334,0.003901,0.003618,0.002005,0.001803,0.00048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8082,0.0002,0.000484,0.000686,0.000926,0.001838,0.002352,0.003231,0.00451,0.005848,0.014236,0.012065,0.008129,0.005004,0.005235,0.010979,0.004462,0.00378,0.007105,0.005186,0.005354,0.00819,0.01104,0.011281,0.013695,0.016683,0.022041,0.019191,0.016705,0.014018,0.01357,0.011349,0.013336,0.012749,0.025512,0.018172,0.01905,0.02092,0.021265,0.021146,0.023746,0.021953,0.023582,0.025671,0.025201,0.016279,0.021311,0.024616,0.022353,0.028035,0.024846,0.024715,0.019864,0.018555,0.011458,0.016784,0.024152,0.02933,0.019078,0.015246,0.015874,0.01605,0.017026,0.01927,0.016692,0.017966,0.016113,0.014789,0.014758,0.011825,0.010534,0.008954,0.007435,0.011703,0.00952,0.008782,0.016533,0.013525,0.01004,0.007903,0.005115,0.007712,0.006385,0.008639,0.006412,0.006222,0.004778,0.007734,0.006317,0.006329,0.003384,0.003401,0.000953,0,0,0,0,0,0,0,0
1605,0.001929,0.001984,0.000609,0.000664,0.00201,0.001541,0.002609,0.00271,0.001867,0.002903,0.002494,0.004335,0.008507,0.002907,0.002675,0.004255,0.004452,0.008168,0.011367,0.011339,0.013146,0.010996,0.00595,0.007022,0.011346,0.013699,0.015796,0.006523,0.011153,0.013459,0.012582,0.011636,0.013565,0.011051,0.014146,0.013289,0.013769,0.023095,0.022378,0.024086,0.019992,0.02617,0.015746,0.024001,0.019999,0.034927,0.034364,0.032191,0.02996,0.035866,0.033711,0.031181,0.03459,0.034523,0.026853,0.032436,0.02027,0.022006,0.023642,0.022918,0.017684,0.022578,0.020089,0.018708,0.017839,0.012846,0.009573,0.01195,0.009419,0.010201,0.010297,0.00958,0.015007,0.010973,0.008894,0.00927,0.008779,0.004608,0.005023,0.004585,0.006856,0.003996,0.002563,0.005315,0.003316,0.00265,0.002658,0.000761,0,0,0,0,0,0,0,0,0,0,0,0
551,0.001198,0.00375,0.003355,0.005663,0.007633,0.00672,0.007198,0.011033,0.007874,0.019199,0.018279,0.014907,0.017436,0.018041,0.01363,0.019785,0.018273,0.018129,0.021649,0.01686,0.019629,0.02553,0.028916,0.025307,0.022412,0.023472,0.026594,0.024619,0.023372,0.022173,0.031209,0.034022,0.030141,0.027355,0.030502,0.027993,0.023915,0.020601,0.018942,0.017987,0.017902,0.019437,0.020096,0.017513,0.015931,0.013638,0.017596,0.01073,0.015537,0.012641,0.013374,0.014347,0.017538,0.012952,0.006151,0.008354,0.007309,0.003172,0.004067,0.004227,0.00408,0.004302,0.004785,0.004521,0.005862,0.00416,0.00552,0.004176,0.003722,0.002558,0.001431,0.001151,0.00126,0.000499,0.000072,0.000051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4357,0.001241,0.0016,0.003343,0.003327,0.008491,0.008383,0.013097,0.011434,0.011799,0.015514,0.014505,0.017865,0.023455,0.026262,0.025437,0.032878,0.027597,0.038006,0.035052,0.037343,0.034206,0.035601,0.034392,0.027967,0.03205,0.034647,0.032838,0.030692,0.031354,0.022539,0.02184,0.012125,0.018039,0.01862,0.015522,0.021546,0.01849,0.020501,0.016457,0.019964,0.029639,0.022,0.018595,0.014569,0.012191,0.012236,0.017006,0.014443,0.005716,0.010392,0.003514,0.002869,0.001683,0.00139,0.000561,0.000143,0.000207,0.001225,0.001037,0.002141,0.001386,0.000287,0.000078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0.002201,0.006597,0.007759,0.009877,0.014348,0.013963,0.015808,0.021812,0.020242,0.019553,0.02296,0.031959,0.019011,0.024991,0.02235,0.018495,0.021338,0.020083,0.020034,0.025696,0.023068,0.019557,0.017546,0.017549,0.018487,0.019962,0.018037,0.017028,0.014072,0.01517,0.01216,0.014266,0.01517,0.019854,0.013364,0.015392,0.014161,0.011995,0.01381,0.013989,0.015351,0.01561,0.023113,0.015191,0.016449,0.019066,0.013736,0.011494,0.011553,0.009134,0.010422,0.015852,0.010759,0.014499,0.014404,0.017387,0.016335,0.01153,0.01302,0.015684,0.01387,0.005198,0.007066,0.005402,0.004712,0.003469,0.002514,0.003054,0.003415,0.00665,0.006614,0.014,0.014676,0.006559,0.00228,0.001947,0.000547,0.000228,0.000031,0.000312,0.000227,0,0,0.000036,0.000533,0.000179,0.000077,0.000129,0,0,0,0,0,0,0,0,0,0,0,0
3315,0.00074,0.002288,0.003187,0.004553,0.005117,0.005574,0.008972,0.011262,0.010776,0.014421,0.017821,0.014743,0.015246,0.015809,0.014789,0.016688,0.019108,0.016803,0.012565,0.011879,0.009696,0.016064,0.011326,0.012,0.016286,0.015819,0.015794,0.015395,0.012524,0.014662,0.016245,0.023207,0.014889,0.017732,0.023886,0.014718,0.014446,0.018827,0.012485,0.014553,0.01743,0.011583,0.009423,0.013931,0.016558,0.016009,0.029766,0.024912,0.029347,0.020751,0.012577,0.011297,0.0093,0.007527,0.020571,0.012258,0.013332,0.013773,0.010631,0.010955,0.011481,0.009998,0.008795,0.016016,0.019709,0.021717,0.018842,0.022692,0.028477,0.019945,0.019486,0.006874,0.020024,0.006313,0.006546,0.003155,0.003955,0.008864,0.013773,0.00912,0.01493,0.00574,0.002909,0.002033,0.00257,0.002246,0.002227,0.00331,0.000763,0.000702,0.000025,0,0,0,0,0,0,0,0,0
2680,0.001101,0.003058,0.00539,0.008344,0.014095,0.016528,0.017085,0.015617,0.015816,0.015381,0.015304,0.018331,0.013446,0.011195,0.016406,0.016058,0.017223,0.016175,0.014591,0.018179,0.018461,0.018699,0.015889,0.012367,0.015139,0.013007,0.014256,0.022307,0.021705,0.017913,0.012643,0.014825,0.011907,0.01811,0.015065,0.014345,0.014337,0.014936,0.013462,0.00937,0.011757,0.020838,0.018828,0.017897,0.019471,0.016548,0.017593,0.015423,0.010398,0.015231,0.022964,0.016439,0.015038,0.014761,0.013474,0.009915,0.009535,0.010514,0.011029,0.015998,0.015464,0.014136,0.016291,0.022326,0.020803,0.013178,0.011023,0.017957,0.020833,0.006631,0.005836,0.002611,0.003035,0.00433,0.005325,0.004861,0.007852,0.009948,0.019878,0.01228,0.003796,0.001575,0.001249,0.002669,0.000666,0.000447,0,0.000046,0.000682,0.000234,0.000103,0.000179,0,0,0,0,0,0,0,0
3473,0.000313,0.004212,0.007183,0.008769,0.009206,0.009682,0.008202,0.00947,0.013094,0.018482,0.019629,0.02224,0.018851,0.018266,0.018334,0.023599,0.018927,0.016287,0.015855,0.018156,0.015325,0.021105,0.017461,0.016051,0.018929,0.021155,0.015258,0.016455,0.020066,0.018842,0.015918,0.019231,0.014265,0.016327,0.011371,0.014549,0.012127,0.008601,0.01729,0.015619,0.02793,0.021161,0.024976,0.027957,0.012661,0.011906,0.00967,0.007785,0.009165,0.022459,0.007615,0.014235,0.010104,0.011308,0.011193,0.008871,0.009126,0.014417,0.015148,0.020892,0.017175,0.019933,0.022192,0.021292,0.014245,0.013627,0.016413,0.00747,0.006064,0.002533,0.003544,0.006577,0.00596,0.014887,0.011974,0.006331,0.00212,0.001968,0.000767,0.001699,0.003024,0.000187,0.002519,0.000862,0.000172,0.000046,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3762,0.001191,0.002738,0.005387,0.010889,0.011451,0.010457,0.01236,0.014741,0.016841,0.0179,0.013846,0.018411,0.018473,0.026212,0.023785,0.021671,0.021729,0.032979,0.02273,0.030848,0.025325,0.025663,0.024398,0.021274,0.023856,0.019533,0.020252,0.02087,0.014884,0.013607,0.014706,0.017531,0.011901,0.024558,0.025091,0.024699,0.024505,0.01721,0.012211,0.014682,0.006208,0.009057,0.016895,0.012119,0.010236,0.009731,0.006412,0.011,0.009722,0.009356,0.010113,0.013564,0.02002,0.017943,0.017765,0.019732,0.01998,0.026421,0.009014,0.0028,0.016353,0.005839,0.003447,0.002975,0.006658,0.011432,0.005024,0.011992,0.003622,0.001703,0.000663,0.001319,0.001145,0.002354,0.000789,0.002029,0.000516,0.000254,0.000056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2627,0.002139,0.00307,0.007292,0.012813,0.016184,0.013014,0.014533,0.021812,0.021152,0.025931,0.033883,0.025779,0.026295,0.025622,0.025136,0.028276,0.02758,0.02551,0.024073,0.027777,0.029579,0.022693,0.035034,0.035239,0.034012,0.028244,0.031659,0.02699,0.025073,0.024799,0.027395,0.027347,0.024253,0.026189,0.022989,0.016529,0.023913,0.012069,0.010031,0.008689,0.00788,0.013703,0.006573,0.006369,0.007277,0.007203,0.006914,0.005608,0.007175,0.007643,0.00734,0.005711,0.007735,0.004408,0.002149,0.002763,0.004122,0.009147,0.003441,0.001398,0.001168,0.000296,0.000257,0.000004,0.000014,0.000071,0.00003,0.000119,0.000345,0.000046,0,0,0,0.000231,0.00027,0.00001,0.000118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4079,0.000925,0.001758,0.003387,0.006383,0.012087,0.016059,0.011079,0.011892,0.015827,0.019548,0.027614,0.026642,0.022602,0.027606,0.026221,0.023238,0.031502,0.033643,0.029083,0.035614,0.043562,0.035368,0.043467,0.03947,0.033608,0.027604,0.021592,0.019769,0.017004,0.016654,0.020461,0.023649,0.022554,0.011419,0.007667,0.008948,0.013885,0.015313,0.017948,0.01769,0.01389,0.020495,0.024815,0.027883,0.017382,0.011326,0.006475,0.008434,0.011732,0.003185,0.005825,0.005411,0.00988,0.010129,0.004215,0.001114,0.001084,0.000143,0.001121,0.000889,0.001078,0.001591,0.001314,0.000575,0.000231,0.000038,0.000062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4165,0.000718,0.001776,0.004794,0.00989,0.010775,0.008499,0.010966,0.014174,0.018165,0.019424,0.024761,0.018069,0.022635,0.027954,0.028338,0.029317,0.030369,0.033533,0.034011,0.03607,0.040901,0.03933,0.041286,0.036139,0.031554,0.028704,0.029907,0.018809,0.01599,0.020192,0.019503,0.019424,0.01578,0.012335,0.015419,0.016434,0.015322,0.01967,0.016144,0.016821,0.025364,0.02185,0.026469,0.014131,0.012688,0.011203,0.012609,0.005353,0.005493,0.006591,0.009339,0.010045,0.003819,0.001629,0.001115,0.000223,0.000332,0.001422,0.000679,0.001896,0.001571,0.000578,0.000215,0.000046,0.00006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,0.001413,0.004295,0.005398,0.007259,0.014126,0.016191,0.018371,0.0161,0.022738,0.025925,0.025541,0.025162,0.036233,0.033769,0.033265,0.027911,0.025549,0.028849,0.03382,0.034965,0.039475,0.036415,0.035536,0.021593,0.026515,0.024113,0.023016,0.023651,0.025089,0.025677,0.021934,0.026537,0.028629,0.024753,0.027324,0.017576,0.015379,0.015903,0.020668,0.010474,0.009706,0.006937,0.009201,0.010781,0.009827,0.014141,0.008163,0.004531,0.003294,0.003477,0.003973,0.00484,0.003715,0.001637,0.000572,0,0,0,0.000101,0.000205,0.000073,0.00007,0.000023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,0.002371,0.00547,0.007721,0.010209,0.010639,0.015219,0.01562,0.022719,0.021141,0.017843,0.018444,0.019358,0.022803,0.014957,0.015087,0.019407,0.023009,0.017783,0.019392,0.019664,0.01774,0.020946,0.020969,0.024256,0.020474,0.013364,0.015973,0.013874,0.016853,0.016121,0.013829,0.013206,0.014533,0.013898,0.013674,0.012822,0.017403,0.017863,0.012936,0.017207,0.013777,0.015066,0.012567,0.016642,0.016122,0.020386,0.017191,0.015682,0.017778,0.013882,0.011866,0.010931,0.009202,0.011537,0.013177,0.012992,0.014599,0.015055,0.017033,0.019577,0.012137,0.013439,0.017756,0.006986,0.014913,0.008207,0.005524,0.003397,0.003686,0.002182,0.004041,0.004615,0.005933,0.009717,0.01271,0.015225,0.007328,0.001991,0.000401,0.002135,0.000495,0.000379,0.000256,0,0,0.00004,0.000597,0.000202,0.000087,0.000149,0,0,0,0,0,0,0,0,0,0
1185,0.000776,0.000638,0.001893,0.00743,0.009602,0.013295,0.020343,0.013181,0.011858,0.012385,0.015612,0.015566,0.024144,0.025843,0.027863,0.032509,0.039686,0.037595,0.038549,0.04093,0.044418,0.052066,0.036189,0.024389,0.019163,0.019185,0.020951,0.022603,0.018199,0.019779,0.016553,0.018337,0.015576,0.01462,0.017251,0.018868,0.023223,0.02036,0.02197,0.015904,0.011554,0.011124,0.009916,0.010695,0.012674,0.010265,0.010525,0.008187,0.008391,0.005886,0.005163,0.007732,0.010004,0.007304,0.005859,0.004525,0.004092,0.005011,0.004433,0.004396,0.003312,0.002223,0.004939,0.004068,0.003715,0.004047,0.003464,0.003588,0.002458,0.000147,0.000017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
